Região,nome_uf,nome_mun,cod_mun_ibge,total_ubs
Sudeste,Minas Gerais,Catas Altas,311535,2
Sudeste,Minas Gerais,Catas Altas da Noruega,311540,1
Sudeste,Minas Gerais,Catuji,311545,3
Sudeste,Minas Gerais,Catuti,311547,3
Sudeste,Minas Gerais,Caxambu,311550,10
Sudeste,Minas Gerais,Cedro do Abaeté,311560,2
Sudeste,Minas Gerais,Central de Minas,311570,4
Sudeste,Minas Gerais,Centralina,311580,5
Sudeste,Minas Gerais,Chalé,311600,2
Sudeste,Minas Gerais,Chapada Gaúcha,311615,2
Sudeste,Minas Gerais,Chapada do Norte,311610,8
Sudeste,Minas Gerais,Chiador,311620,3
Sudeste,Minas Gerais,Chácara,311590,2
Sudeste,Minas Gerais,Cipotânea,311630,1
Sudeste,Minas Gerais,Claraval,311640,3
Sudeste,Minas Gerais,Claro dos Poções,311650,5
Sudeste,Minas Gerais,Cláudio,311660,11
Sudeste,Minas Gerais,Coimbra,311670,4
Sudeste,Minas Gerais,Coluna,311680,2
Sudeste,Minas Gerais,Comendador Gomes,311690,1
Sudeste,Minas Gerais,Comercinho,311700,5
Sudeste,Minas Gerais,Conceição da Aparecida,311710,4
Sudeste,Minas Gerais,Conceição da Barra de Minas,311520,1
Sudeste,Minas Gerais,Conceição das Alagoas,311730,8
Sudeste,Minas Gerais,Conceição das Pedras,311720,2
Sudeste,Minas Gerais,Conceição de Ipanema,311740,2
Sudeste,Minas Gerais,Conceição do Mato Dentro,311750,2
Sudeste,Minas Gerais,Conceição do Pará,311760,6
Sudeste,Minas Gerais,Conceição do Rio Verde,311770,6
Sudeste,Minas Gerais,Conceição dos Ouros,311780,6
Sudeste,Minas Gerais,Confins,311787,5
Sudeste,Minas Gerais,Congonhal,311790,6
Sudeste,Minas Gerais,Congonhas,311800,21
Sudeste,Minas Gerais,Congonhas do Norte,311810,3
Sudeste,Minas Gerais,Conquista,311820,3
Sudeste,Minas Gerais,Conselheiro Lafaiete,311830,34
Sudeste,Minas Gerais,Conselheiro Pena,311840,7
Sudeste,Minas Gerais,Consolação,311850,1
Sudeste,Minas Gerais,Contagem,311860,87
Sudeste,Minas Gerais,Coqueiral,311870,4
Sudeste,Minas Gerais,Coração de Jesus,311880,12
Sudeste,Minas Gerais,Cordisburgo,311890,4
Sudeste,Minas Gerais,Cordislândia,311900,4
Sudeste,Minas Gerais,Corinto,311910,9
Sudeste,Minas Gerais,Coroaci,311920,6
Sudeste,Minas Gerais,Coromandel,311930,15
Sudeste,Minas Gerais,Coronel Fabriciano,311940,18
Sudeste,Minas Gerais,Coronel Murta,311950,3
Sudeste,Minas Gerais,Coronel Pacheco,311960,1
Sudeste,Minas Gerais,Coronel Xavier Chaves,311970,2
Sudeste,Minas Gerais,Couto de Magalhães de Minas,312010,1
Sudeste,Minas Gerais,Cristais,312020,6
Sudeste,Minas Gerais,Cristiano Otoni,312040,1
Sudeste,Minas Gerais,Cristina,312050,4
Sudeste,Minas Gerais,Cristália,312030,2
Sudeste,Minas Gerais,Crisólita,312015,4
Sudeste,Minas Gerais,Crucilândia,312060,2
Sudeste,Minas Gerais,Cruzeiro da Fortaleza,312070,4
Sudeste,Minas Gerais,Cruzília,312080,7
Sudeste,Minas Gerais,Cuparaque,312083,3
Sudeste,Minas Gerais,Curral de Dentro,312087,5
Sudeste,Minas Gerais,Curvelo,312090,29
Sudeste,Minas Gerais,Cássia,311510,7
Sudeste,Minas Gerais,Córrego Danta,311980,2
Sudeste,Minas Gerais,Córrego Fundo,311995,2
Sudeste,Minas Gerais,Córrego Novo,312000,1
Sudeste,Minas Gerais,Córrego do Bom Jesus,311990,1
Sudeste,Minas Gerais,Cônego Marinho,311783,4
Sudeste,Minas Gerais,Delfim Moreira,312110,7
Sudeste,Minas Gerais,Delfinópolis,312120,8
Sudeste,Minas Gerais,Delta,312125,3
Sudeste,Minas Gerais,Descoberto,312130,2
Sudeste,Minas Gerais,Desterro de Entre Rios,312140,1
Sudeste,Minas Gerais,Desterro do Melo,312150,1
Sudeste,Minas Gerais,Diamantina,312160,18
Sudeste,Minas Gerais,Diogo de Vasconcelos,312170,2
Sudeste,Minas Gerais,Dionísio,312180,2
Sudeste,Minas Gerais,Divino,312200,8
Sudeste,Minas Gerais,Divino das Laranjeiras,312210,2
Sudeste,Minas Gerais,Divinolândia de Minas,312220,4
Sudeste,Minas Gerais,Divinésia,312190,3
Sudeste,Minas Gerais,Divinópolis,312230,58
Sudeste,Minas Gerais,Divisa Alegre,312235,3
Sudeste,Minas Gerais,Divisa Nova,312240,3
Sudeste,Minas Gerais,Divisópolis,312245,4
Sudeste,Minas Gerais,Dom Bosco,312247,1
Sudeste,Minas Gerais,Dom Cavati,312250,2
Sudeste,Minas Gerais,Dom Joaquim,312260,2
Sudeste,Minas Gerais,Dom Silvério,312270,4
Sudeste,Minas Gerais,Dom Viçoso,312280,2
Sudeste,Minas Gerais,Dona Euzébia,312290,4
Sudeste,Minas Gerais,Dores de Campos,312300,3
Sudeste,Minas Gerais,Dores de Guanhães,312310,2
Sudeste,Minas Gerais,Dores do Indaiá,312320,4
Sudeste,Minas Gerais,Dores do Turvo,312330,3
Sudeste,Minas Gerais,Doresópolis,312340,2
Sudeste,Minas Gerais,Douradoquara,312350,1
Sudeste,Minas Gerais,Durandé,312352,4
Sudeste,Minas Gerais,Elói Mendes,312360,11
Sudeste,Minas Gerais,Engenheiro Caldas,312370,3
Sudeste,Minas Gerais,Engenheiro Navarro,312380,3
Sudeste,Minas Gerais,Entre Folhas,312385,3
Sudeste,Minas Gerais,Entre Rios de Minas,312390,4
Sudeste,Minas Gerais,Ervália,312400,9
Sudeste,Minas Gerais,Esmeraldas,312410,17
Sudeste,Minas Gerais,Espera Feliz,312420,2
Sudeste,Minas Gerais,Espinosa,312430,6
Sudeste,Minas Gerais,Espírito Santo do Dourado,312440,2
Sudeste,Minas Gerais,Estiva,312450,6
Sudeste,Minas Gerais,Estrela Dalva,312460,1
Sudeste,Minas Gerais,Estrela do Indaiá,312470,3
Sudeste,Minas Gerais,Estrela do Sul,312480,3
Sudeste,Minas Gerais,Eugenópolis,312490,7
Sudeste,Minas Gerais,Ewbank da Câmara,312500,2
Sudeste,Minas Gerais,Extrema,312510,22
Sudeste,Minas Gerais,Fama,312520,1
Sudeste,Minas Gerais,Faria Lemos,312530,2
Sudeste,Minas Gerais,Felisburgo,312560,3
Sudeste,Minas Gerais,Felixlândia,312570,8
Sudeste,Minas Gerais,Felício dos Santos,312540,3
Sudeste,Minas Gerais,Fernandes Tourinho,312580,2
Sudeste,Minas Gerais,Ferros,312590,1
Sudeste,Minas Gerais,Fervedouro,312595,4
Sudeste,Minas Gerais,Florestal,312600,2
Sudeste,Minas Gerais,Formiga,312610,17
Sudeste,Minas Gerais,Formoso,312620,2
Sudeste,Minas Gerais,Fortaleza de Minas,312630,1
Sudeste,Minas Gerais,Fortuna de Minas,312640,1
Sudeste,Minas Gerais,Francisco Badaró,312650,6
Sudeste,Minas Gerais,Francisco Dumont,312660,4
Sudeste,Minas Gerais,Francisco Sá,312670,8
Sudeste,Minas Gerais,Franciscópolis,312675,3
Sudeste,Minas Gerais,Frei Gaspar,312680,3
Sudeste,Minas Gerais,Frei Inocêncio,312690,6
Sudeste,Minas Gerais,Frei Lagonegro,312695,1
Sudeste,Minas Gerais,Fronteira,312700,7
Sudeste,Minas Gerais,Fronteira dos Vales,312705,2
Sudeste,Minas Gerais,Fruta de Leite,312707,4
Sudeste,Minas Gerais,Frutal,312710,11
Sudeste,Minas Gerais,Funilândia,312720,3
Sudeste,Minas Gerais,Galiléia,312730,5
Sudeste,Minas Gerais,Gameleiras,312733,3
Sudeste,Minas Gerais,Glaucilândia,312735,2
Sudeste,Minas Gerais,Goiabeira,312737,3
Sudeste,Minas Gerais,Goianá,312738,4
Sudeste,Minas Gerais,Gonzaga,312750,2
Sudeste,Minas Gerais,Gonçalves,312740,2
Sudeste,Minas Gerais,Gouveia,312760,6
Sudeste,Minas Gerais,Governador Valadares,312770,55
Sudeste,Minas Gerais,Grupiara,312790,1
Sudeste,Minas Gerais,Grão Mogol,312780,6
Sudeste,Minas Gerais,Guanhães,312800,15
Sudeste,Minas Gerais,Guapé,312810,5
Sudeste,Minas Gerais,Guaraciaba,312820,6
Sudeste,Minas Gerais,Guaraciama,312825,3
Sudeste,Minas Gerais,Guarani,312840,3
Sudeste,Minas Gerais,Guaranésia,312830,10
Sudeste,Minas Gerais,Guarará,312850,1
Sudeste,Minas Gerais,Guarda-Mor,312860,3
Sudeste,Minas Gerais,Guaxupé,312870,10
Sudeste,Minas Gerais,Guidoval,312880,3
Sudeste,Minas Gerais,Guimarânia,312890,5
Sudeste,Minas Gerais,Guiricema,312900,2
Sudeste,Minas Gerais,Gurinhatã,312910,3
Sudeste,Minas Gerais,Heliodora,312920,3
Sudeste,Minas Gerais,Iapu,312930,2
Sudeste,Minas Gerais,Ibertioga,312940,1
Sudeste,Minas Gerais,Ibiaí,312960,4
Sudeste,Minas Gerais,Ibiracatu,312965,4
Sudeste,Minas Gerais,Ibiraci,312970,6
Sudeste,Minas Gerais,Ibirité,312980,29
Sudeste,Minas Gerais,Ibitiúra de Minas,312990,2
Sudeste,Minas Gerais,Ibituruna,313000,1
Sudeste,Minas Gerais,Ibiá,312950,7
Sudeste,Minas Gerais,Icaraí de Minas,313005,7
Sudeste,Minas Gerais,Igarapé,313010,12
Sudeste,Minas Gerais,Igaratinga,313020,3
Sudeste,Minas Gerais,Iguatama,313030,4
Sudeste,Minas Gerais,Ijaci,313040,5
Sudeste,Minas Gerais,Ilicínea,313050,6
Sudeste,Minas Gerais,Imbé de Minas,313055,4
Sudeste,Minas Gerais,Inconfidentes,313060,2
Sudeste,Minas Gerais,Indaiabira,313065,5
Sudeste,Minas Gerais,Indianópolis,313070,4
Sudeste,Minas Gerais,Ingaí,313080,3
Sudeste,Minas Gerais,Inhapim,313090,11
Sudeste,Minas Gerais,Inhaúma,313100,2
Sudeste,Minas Gerais,Inimutaba,313110,3
Sudeste,Minas Gerais,Ipaba,313115,3
Sudeste,Minas Gerais,Ipanema,313120,8
Sudeste,Minas Gerais,Ipatinga,313130,22
Sudeste,Minas Gerais,Ipiaçu,313140,2
Sudeste,Minas Gerais,Ipuiúna,313150,1
Sudeste,Minas Gerais,Iraí de Minas,313160,4
Sudeste,Minas Gerais,Itabira,313170,25
Sudeste,Minas Gerais,Itabirinha,313180,5
Sudeste,Minas Gerais,Itabirito,313190,11
Sudeste,Minas Gerais,Itacambira,313200,2
Sudeste,Minas Gerais,Itacarambi,313210,5
Sudeste,Minas Gerais,Itaguara,313220,6
Sudeste,Minas Gerais,Itaipé,313230,4
Sudeste,Minas Gerais,Itajubá,313240,23
Sudeste,Minas Gerais,Itamarandiba,313250,16
Sudeste,Minas Gerais,Itamarati de Minas,313260,3
Sudeste,Minas Gerais,Itambacuri,313270,12
Sudeste,Minas Gerais,Itambé do Mato Dentro,313280,2
Sudeste,Minas Gerais,Itamogi,313290,5
Sudeste,Minas Gerais,Itamonte,313300,7
Sudeste,Minas Gerais,Itanhandu,313310,5
Sudeste,Minas Gerais,Itanhomi,313320,3
Sudeste,Minas Gerais,Itaobim,313330,11
Sudeste,Minas Gerais,Itapagipe,313340,5
Sudeste,Minas Gerais,Itapecerica,313350,11
Sudeste,Minas Gerais,Itapeva,313360,4
Sudeste,Minas Gerais,Itatiaiuçu,313370,7
Sudeste,Minas Gerais,Itaverava,313390,2
Sudeste,Minas Gerais,Itaú de Minas,313375,7
Sudeste,Minas Gerais,Itaúna,313380,23
Sudeste,Minas Gerais,Itinga,313400,6
Sudeste,Minas Gerais,Itueta,313410,3
Sudeste,Minas Gerais,Ituiutaba,313420,16
Sudeste,Minas Gerais,Itumirim,313430,2
Sudeste,Minas Gerais,Iturama,313440,9
Sudeste,Minas Gerais,Itutinga,313450,1
Sudeste,Minas Gerais,Jaboticatubas,313460,5
Sudeste,Minas Gerais,Jacinto,313470,6
Sudeste,Minas Gerais,Jacutinga,313490,7
Sudeste,Minas Gerais,Jacuí,313480,3
Sudeste,Minas Gerais,Jaguaraçu,313500,2
Sudeste,Minas Gerais,Jampruca,313507,2
Sudeste,Minas Gerais,Janaúba,313510,18
Sudeste,Minas Gerais,Januária,313520,24
Sudeste,Minas Gerais,Japaraíba,313530,2
Sudeste,Minas Gerais,Japonvar,313535,6
Sudeste,Minas Gerais,Jaíba,313505,13
Sudeste,Minas Gerais,Jeceaba,313540,1
Sudeste,Minas Gerais,Jenipapo de Minas,313545,4
Sudeste,Minas Gerais,Jequeri,313550,8
Sudeste,Minas Gerais,Jequitaí,313560,5
Sudeste,Minas Gerais,Jequitibá,313570,3
Sudeste,Minas Gerais,Jequitinhonha,313580,10
Sudeste,Minas Gerais,Jesuânia,313590,3
Sudeste,Minas Gerais,Joanésia,313610,2
Sudeste,Minas Gerais,Joaquim Felício,313640,4
Sudeste,Minas Gerais,Joaíma,313600,7
Sudeste,Minas Gerais,Jordânia,313650,6
Sudeste,Minas Gerais,Josenópolis,313657,3
Sudeste,Minas Gerais,José Gonçalves de Minas,313652,2
Sudeste,Minas Gerais,José Raydan,313655,3
Sudeste,Minas Gerais,João Monlevade,313620,13
Sudeste,Minas Gerais,João Pinheiro,313630,17
Sudeste,Minas Gerais,Juatuba,313665,14
Sudeste,Minas Gerais,Juiz de Fora,313670,61
Sudeste,Minas Gerais,Juramento,313680,4
Sudeste,Minas Gerais,Juruaia,313690,6
Sudeste,Minas Gerais,Juvenília,313695,2
Sudeste,Minas Gerais,Ladainha,313700,5
Sudeste,Minas Gerais,Lagamar,313710,6
Sudeste,Minas Gerais,Lagoa Dourada,313740,5
Sudeste,Minas Gerais,Lagoa Formosa,313750,7
Sudeste,Minas Gerais,Lagoa Grande,313753,3
Sudeste,Minas Gerais,Lagoa Santa,313760,20
Sudeste,Minas Gerais,Lagoa da Prata,313720,16
Sudeste,Minas Gerais,Lagoa dos Patos,313730,3
Sudeste,Minas Gerais,Lajinha,313770,1
Sudeste,Minas Gerais,Lambari,313780,3
Sudeste,Minas Gerais,Lamim,313790,1
Sudeste,Minas Gerais,Laranjal,313800,3
Sudeste,Minas Gerais,Lassance,313810,4
Sudeste,Minas Gerais,Lavras,313820,21
Sudeste,Minas Gerais,Leandro Ferreira,313830,1
Sudeste,Minas Gerais,Leme do Prado,313835,2
Sudeste,Minas Gerais,Leopoldina,313840,18
Sudeste,Minas Gerais,Liberdade,313850,2
Sudeste,Minas Gerais,Lima Duarte,313860,7
Sudeste,Minas Gerais,Limeira do Oeste,313862,3
Sudeste,Minas Gerais,Lontra,313865,5
Sudeste,Minas Gerais,Luisburgo,313867,3
Sudeste,Minas Gerais,Luislândia,313868,3
Sudeste,Minas Gerais,Luminárias,313870,3
Sudeste,Minas Gerais,Luz,313880,5
Sudeste,Minas Gerais,Machacalis,313890,4
Sudeste,Minas Gerais,Machado,313900,14
Sudeste,Minas Gerais,Madre de Deus de Minas,313910,2
Sudeste,Minas Gerais,Malacacheta,313920,8
Sudeste,Minas Gerais,Mamonas,313925,2
Sudeste,Minas Gerais,Manga,313930,7
Sudeste,Minas Gerais,Manhuaçu,313940,27
Sudeste,Minas Gerais,Manhumirim,313950,9
Sudeste,Minas Gerais,Mantena,313960,13
Sudeste,Minas Gerais,Mar de Espanha,313980,3
Sudeste,Minas Gerais,Maravilhas,313970,3
Sudeste,Minas Gerais,Maria da Fé,313990,7
Sudeste,Minas Gerais,Mariana,314000,25
Sudeste,Minas Gerais,Marilac,314010,2
Sudeste,Minas Gerais,Maripá de Minas,314020,2
Sudeste,Minas Gerais,Marliéria,314030,2
Sudeste,Minas Gerais,Marmelópolis,314040,2
Sudeste,Minas Gerais,Martinho Campos,314050,5
Sudeste,Minas Gerais,Martins Soares,314053,1
Sudeste,Minas Gerais,Mata Verde,314055,2
Sudeste,Minas Gerais,Materlândia,314060,2
Sudeste,Minas Gerais,Mateus Leme,314070,14
Sudeste,Minas Gerais,Mathias Lobato,317150,4
Sudeste,Minas Gerais,Matias Barbosa,314080,5
Sudeste,Minas Gerais,Matias Cardoso,314085,6
Sudeste,Minas Gerais,Matipó,314090,12
Sudeste,Minas Gerais,Mato Verde,314100,4
Sudeste,Minas Gerais,Matozinhos,314110,11
Sudeste,Minas Gerais,Matutina,314120,2
Sudeste,Minas Gerais,Medeiros,314130,2
Sudeste,Minas Gerais,Medina,314140,9
Sudeste,Minas Gerais,Mendes Pimentel,314150,3
Sudeste,Minas Gerais,Mercês,314160,5
Sudeste,Minas Gerais,Mesquita,314170,3
Sudeste,Minas Gerais,Minas Novas,314180,13
Sudeste,Minas Gerais,Minduri,314190,3
Sudeste,Minas Gerais,Mirabela,314200,8
Sudeste,Minas Gerais,Miradouro,314210,5
Sudeste,Minas Gerais,Miravânia,314225,4
Sudeste,Minas Gerais,Miraí,314220,5
Sudeste,Minas Gerais,Moeda,314230,2
Sudeste,Minas Gerais,Moema,314240,4
Sudeste,Minas Gerais,Monjolos,314250,1
Sudeste,Minas Gerais,Monsenhor Paulo,314260,4
Sudeste,Minas Gerais,Montalvânia,314270,9
Sudeste,Minas Gerais,Monte Alegre de Minas,314280,6
Sudeste,Minas Gerais,Monte Azul,314290,12
Sudeste,Minas Gerais,Monte Belo,314300,8
Sudeste,Minas Gerais,Monte Carmelo,314310,12
Sudeste,Minas Gerais,Monte Formoso,314315,3
Sudeste,Minas Gerais,Monte Santo de Minas,314320,8
Sudeste,Minas Gerais,Monte Sião,314340,1
Sudeste,Minas Gerais,Montes Claros,314330,100
Sudeste,Minas Gerais,Montezuma,314345,5
Sudeste,Minas Gerais,Morada Nova de Minas,314350,5
Sudeste,Minas Gerais,Morro da Garça,314360,1
Sudeste,Minas Gerais,Morro do Pilar,314370,1
Sudeste,Minas Gerais,Munhoz,314380,3
Sudeste,Minas Gerais,Muriaé,314390,39
Sudeste,Minas Gerais,Mutum,314400,12
Sudeste,Minas Gerais,Muzambinho,314410,8
Sudeste,Minas Gerais,Mário Campos,314015,5
Sudeste,Minas Gerais,Nacip Raydan,314420,1
Sudeste,Minas Gerais,Nanuque,314430,4
Sudeste,Minas Gerais,Naque,314435,4
Sudeste,Minas Gerais,Natalândia,314437,1
Sudeste,Minas Gerais,Natércia,314440,4
Sudeste,Minas Gerais,Nazareno,314450,4
Sudeste,Minas Gerais,Nepomuceno,314460,8
Sudeste,Minas Gerais,Ninheira,314465,5
Sudeste,Minas Gerais,Nova Belém,314467,4
Sudeste,Minas Gerais,Nova Era,314470,5
Sudeste,Minas Gerais,Nova Lima,314480,22
Sudeste,Minas Gerais,Nova Módica,314490,1
Sudeste,Minas Gerais,Nova Ponte,314500,4
Sudeste,Minas Gerais,Nova Porteirinha,314505,1
Sudeste,Minas Gerais,Nova Resende,314510,9
Sudeste,Minas Gerais,Nova Serrana,314520,25
Sudeste,Minas Gerais,Nova União,313660,2
Sudeste,Minas Gerais,Novo Cruzeiro,314530,10
Sudeste,Minas Gerais,Novo Oriente de Minas,314535,6
Sudeste,Minas Gerais,Novorizonte,314537,3
Sudeste,Minas Gerais,Olaria,314540,1
Sudeste,Minas Gerais,Olhos-d'Água,314545,3
Sudeste,Minas Gerais,Oliveira,314560,14
Sudeste,Minas Gerais,Oliveira Fortes,314570,1
Sudeste,Minas Gerais,Olímpio Noronha,314550,1
Sudeste,Minas Gerais,Onça de Pitangui,314580,1
Sudeste,Minas Gerais,Oratórios,314585,2
Sudeste,Minas Gerais,Orizânia,314587,3
Sudeste,Minas Gerais,Ouro Branco,314590,13
Sudeste,Minas Gerais,Ouro Fino,314600,9
Sudeste,Minas Gerais,Ouro Preto,314610,25
Sudeste,Minas Gerais,Ouro Verde de Minas,314620,5
Sudeste,Minas Gerais,Padre Carvalho,314625,2
Sudeste,Minas Gerais,Padre Paraíso,314630,9
Sudeste,Minas Gerais,Pai Pedro,314655,2
Sudeste,Minas Gerais,Paineiras,314640,3
Sudeste,Minas Gerais,Pains,314650,2
Sudeste,Minas Gerais,Paiva,314660,1
Sudeste,Minas Gerais,Palma,314670,4
Sudeste,Minas Gerais,Palmópolis,314675,3
Sudeste,Minas Gerais,Papagaios,314690,7
Sudeste,Minas Gerais,Paracatu,314700,17
Sudeste,Minas Gerais,Paraguaçu,314720,8
Sudeste,Minas Gerais,Paraisópolis,314730,8
Sudeste,Minas Gerais,Paraopeba,314740,4
Sudeste,Minas Gerais,Pará de Minas,314710,27
Sudeste,Minas Gerais,Passa Quatro,314760,8
Sudeste,Minas Gerais,Passa Tempo,314770,4
Sudeste,Minas Gerais,Passa Vinte,314780,2
Sudeste,Minas Gerais,Passabém,314750,1
Sudeste,Minas Gerais,Passos,314790,29
Sudeste,Minas Gerais,Patis,314795,3
Sudeste,Minas Gerais,Patos de Minas,314800,33
Sudeste,Minas Gerais,Patrocínio,314810,17
Sudeste,Minas Gerais,Patrocínio do Muriaé,314820,4
Sudeste,Minas Gerais,Paula Cândido,314830,4
Sudeste,Minas Gerais,Paulistas,314840,3
Sudeste,Minas Gerais,Pavão,314850,4
Sudeste,Minas Gerais,Pedra Azul,314870,8
Sudeste,Minas Gerais,Pedra Bonita,314875,4
Sudeste,Minas Gerais,Pedra Dourada,314900,1
Sudeste,Minas Gerais,Pedra do Anta,314880,3
Sudeste,Minas Gerais,Pedra do Indaiá,314890,2
Sudeste,Minas Gerais,Pedralva,314910,4
Sudeste,Minas Gerais,Pedras de Maria da Cruz,314915,8
Sudeste,Minas Gerais,Pedrinópolis,314920,1
Sudeste,Minas Gerais,Pedro Leopoldo,314930,18
Sudeste,Minas Gerais,Pedro Teixeira,314940,2
Sudeste,Minas Gerais,Pequeri,314950,2
Sudeste,Minas Gerais,Pequi,314960,3
Sudeste,Minas Gerais,Perdigão,314970,6
Sudeste,Minas Gerais,Perdizes,314980,5
Sudeste,Minas Gerais,Perdões,314990,11
Sudeste,Minas Gerais,Periquito,314995,3
Sudeste,Minas Gerais,Pescador,315000,2
Sudeste,Minas Gerais,Peçanha,314860,3
Sudeste,Minas Gerais,Piau,315010,1
Sudeste,Minas Gerais,Piedade de Caratinga,315015,4
Sudeste,Minas Gerais,Piedade de Ponte Nova,315020,3
Sudeste,Minas Gerais,Piedade do Rio Grande,315030,3
Sudeste,Minas Gerais,Piedade dos Gerais,315040,4
Sudeste,Minas Gerais,Pimenta,315050,3
Sudeste,Minas Gerais,Pingo-d'Água,315053,2
Sudeste,Minas Gerais,Pintópolis,315057,1
Sudeste,Minas Gerais,Piracema,315060,4
Sudeste,Minas Gerais,Pirajuba,315070,1
Sudeste,Minas Gerais,Piranga,315080,1
Sudeste,Minas Gerais,Piranguinho,315100,1
Sudeste,Minas Gerais,Piranguçu,315090,3
Sudeste,Minas Gerais,Pirapetinga,315110,4
Sudeste,Minas Gerais,Pirapora,315120,20
Sudeste,Minas Gerais,Piraúba,315130,7
Sudeste,Minas Gerais,Pitangui,315140,11
Sudeste,Minas Gerais,Piumhi,315150,14
Sudeste,Minas Gerais,Planura,315160,4
Sudeste,Minas Gerais,Pocrane,315190,4
Sudeste,Minas Gerais,Pompéu,315200,8
Sudeste,Minas Gerais,Ponte Nova,315210,10
Sudeste,Minas Gerais,Ponto Chique,315213,4
Sudeste,Minas Gerais,Ponto dos Volantes,315217,7
Sudeste,Minas Gerais,Porteirinha,315220,17
Sudeste,Minas Gerais,Porto Firme,315230,5
Sudeste,Minas Gerais,Poté,315240,6
Sudeste,Minas Gerais,Pouso Alegre,315250,26
Sudeste,Minas Gerais,Pouso Alto,315260,3
Sudeste,Minas Gerais,Poço Fundo,315170,7
Sudeste,Minas Gerais,Poços de Caldas,315180,37
Sudeste,Minas Gerais,Prados,315270,3
Sudeste,Minas Gerais,Prata,315280,8
Sudeste,Minas Gerais,Pratinha,315300,1
Sudeste,Minas Gerais,Pratápolis,315290,5
Sudeste,Minas Gerais,Presidente Bernardes,315310,4
Sudeste,Minas Gerais,Presidente Juscelino,315320,1
Sudeste,Minas Gerais,Presidente Kubitschek,315330,2
Sudeste,Minas Gerais,Presidente Olegário,315340,8
Sudeste,Minas Gerais,Prudente de Morais,315360,5
Sudeste,Minas Gerais,Quartel Geral,315370,1
Sudeste,Minas Gerais,Queluzito,315380,1
Sudeste,Minas Gerais,Raposos,315390,4
Sudeste,Minas Gerais,Raul Soares,315400,9
Sudeste,Minas Gerais,Recreio,315410,4
Sudeste,Minas Gerais,Reduto,315415,5
Sudeste,Minas Gerais,Resende Costa,315420,5
Sudeste,Minas Gerais,Resplendor,315430,6
Sudeste,Minas Gerais,Ressaquinha,315440,5
Sudeste,Minas Gerais,Riachinho,315445,6
Sudeste,Minas Gerais,Riacho dos Machados,315450,5
Sudeste,Minas Gerais,Ribeirão Vermelho,315470,2
Sudeste,Minas Gerais,Ribeirão das Neves,315460,70
Sudeste,Minas Gerais,Rio Acima,315480,3
Sudeste,Minas Gerais,Rio Casca,315490,7
Sudeste,Minas Gerais,Rio Doce,315500,2
Sudeste,Minas Gerais,Rio Espera,315520,1
Sudeste,Minas Gerais,Rio Manso,315530,3
Sudeste,Minas Gerais,Rio Novo,315540,4
Sudeste,Minas Gerais,Rio Paranaíba,315550,5
Sudeste,Minas Gerais,Rio Pardo de Minas,315560,15
Sudeste,Minas Gerais,Rio Piracicaba,315570,3
Sudeste,Minas Gerais,Rio Pomba,315580,7
Sudeste,Minas Gerais,Rio Preto,315590,3
Sudeste,Minas Gerais,Rio Vermelho,315600,5
Sudeste,Minas Gerais,Rio do Prado,315510,4
Sudeste,Minas Gerais,Ritápolis,315610,2
Sudeste,Minas Gerais,Rochedo de Minas,315620,1
Sudeste,Minas Gerais,Rodeiro,315630,4
Sudeste,Minas Gerais,Romaria,315640,2
Sudeste,Minas Gerais,Rosário da Limeira,315645,2
Sudeste,Minas Gerais,Rubelita,315650,5
Sudeste,Minas Gerais,Rubim,315660,4
Sudeste,Minas Gerais,Sabará,315670,19
Sudeste,Minas Gerais,Sabinópolis,315680,6
Sudeste,Minas Gerais,Sacramento,315690,8
Sudeste,Minas Gerais,Salinas,315700,13
Sudeste,Minas Gerais,Salto da Divisa,315710,3
Sudeste,Minas Gerais,Santa Bárbara,315720,11
Sudeste,Minas Gerais,Santa Bárbara do Leste,315725,2
Sudeste,Minas Gerais,Santa Bárbara do Monte Verde,315727,2
Sudeste,Minas Gerais,Santa Bárbara do Tugúrio,315730,1
Sudeste,Minas Gerais,Santa Cruz de Minas,315733,4
Sudeste,Minas Gerais,Santa Cruz de Salinas,315737,3
Sudeste,Minas Gerais,Santa Cruz do Escalvado,315740,2
Sudeste,Minas Gerais,Santa Efigênia de Minas,315750,3
Sudeste,Minas Gerais,Santa Fé de Minas,315760,3
Sudeste,Minas Gerais,Santa Helena de Minas,315765,4
Sudeste,Minas Gerais,Santa Juliana,315770,2
Sudeste,Minas Gerais,Santa Luzia,315780,29
Sudeste,Minas Gerais,Santa Margarida,315790,2
Sudeste,Minas Gerais,Santa Maria de Itabira,315800,3
Sudeste,Minas Gerais,Santa Maria do Salto,315810,2
Sudeste,Minas Gerais,Santa Maria do Suaçuí,315820,2
Sudeste,Minas Gerais,Santa Rita de Caldas,315920,6
Sudeste,Minas Gerais,Santa Rita de Ibitipoca,315940,1
Sudeste,Minas Gerais,Santa Rita de Jacutinga,315930,2
Sudeste,Minas Gerais,Santa Rita de Minas,315935,4
Sudeste,Minas Gerais,Santa Rita do Itueto,315950,3
Sudeste,Minas Gerais,Santa Rita do Sapucaí,315960,12
Sudeste,Minas Gerais,Santa Rosa da Serra,315970,1
Sudeste,Minas Gerais,Santa Vitória,315980,7
Sudeste,Minas Gerais,Santana da Vargem,315830,3
Sudeste,Minas Gerais,Santana de Cataguases,315840,2
